stop_id,line_id,machine_id,stop_type,start_time,end_time,duration_minutes,description,operator,resolved
6978,L1,M1-3,Attente_Materiel,2025-04-11 13:28:26.637849,2025-04-11 15:19:26.637849,111,Attente_Materiel sur M1-3,OP5,True
6979,L1,M1-1,Nettoyage,2025-04-11 13:00:26.637849,2025-04-11 14:23:26.637849,83,Nettoyage sur M1-1,OP1,True
6980,L1,M1-3,Maintenance_Preventive,2025-04-11 17:31:26.637849,2025-04-11 18:57:26.637849,86,Maintenance_Preventive sur M1-3,OP14,True
6981,L1,M1-2,Attente_Materiel,2025-04-11 07:58:26.637849,2025-04-11 08:04:26.637849,6,Attente_Materiel sur M1-2,OP12,True
6982,L1,M1-3,Panne_Mecanique,2025-04-11 10:22:26.637849,2025-04-11 11:07:26.637849,45,Panne_Mecanique sur M1-3,OP10,True
6983,L1,M1-3,Probleme_Qualite,2025-04-11 20:38:26.637849,2025-04-11 20:46:26.637849,8,Probleme_Qualite sur M1-3,OP2,True
6984,L2,M2-4,Changement_Format,2025-04-11 16:05:26.637849,2025-04-11 17:20:26.637849,75,Changement_Format sur M2-4,OP13,True
6985,L2,M2-4,Attente_Operateur,2025-04-11 17:41:26.637849,2025-04-11 18:51:26.637849,70,Attente_Operateur sur M2-4,OP4,True
6986,L2,M2-4,Nettoyage,2025-04-11 09:26:26.637849,2025-04-11 10:13:26.637849,47,Nettoyage sur M2-4,OP2,True
6987,L2,M2-4,Reglage,2025-04-11 14:41:26.637849,2025-04-11 15:02:26.637849,21,Reglage sur M2-4,OP13,True
6988,L2,M2-4,Probleme_Qualite,2025-04-11 19:43:26.637849,2025-04-11 21:26:26.637849,103,Probleme_Qualite sur M2-4,OP12,True
6989,L2,M2-1,Maintenance_Preventive,2025-04-11 18:18:26.637849,2025-04-11 19:10:26.637849,52,Maintenance_Preventive sur M2-1,OP4,True
6990,L2,M2-2,Attente_Materiel,2025-04-11 09:06:26.637849,2025-04-11 09:52:26.637849,46,Attente_Materiel sur M2-2,OP2,True
6991,L2,M2-4,Changement_Format,2025-04-11 16:31:26.637849,2025-04-11 16:39:26.637849,8,Changement_Format sur M2-4,OP2,True
6992,L2,M2-3,Panne_Mecanique,2025-04-11 09:00:26.637849,2025-04-11 09:37:26.637849,37,Panne_Mecanique sur M2-3,OP5,True
6993,L3,M3-1,Maintenance_Preventive,2025-04-11 06:11:26.637849,2025-04-11 06:32:26.637849,21,Maintenance_Preventive sur M3-1,OP2,True
6994,L3,M3-2,Reglage,2025-04-11 17:02:26.637849,2025-04-11 18:57:26.637849,115,Reglage sur M3-2,OP3,True
6995,L3,M3-1,Attente_Operateur,2025-04-11 19:59:26.637849,2025-04-11 20:56:26.637849,57,Attente_Operateur sur M3-1,OP9,True
6996,L3,M3-2,Panne_Mecanique,2025-04-11 19:05:26.637849,2025-04-11 19:26:26.637849,21,Panne_Mecanique sur M3-2,OP13,True
6997,L3,M3-1,Maintenance_Preventive,2025-04-11 16:16:26.637849,2025-04-11 16:44:26.637849,28,Maintenance_Preventive sur M3-1,OP7,True
6998,L3,M3-2,Probleme_Qualite,2025-04-11 13:29:26.637849,2025-04-11 15:11:26.637849,102,Probleme_Qualite sur M3-2,OP1,True
6999,L3,M3-2,Panne_Electrique,2025-04-11 20:21:26.637849,2025-04-11 20:52:26.637849,31,Panne_Electrique sur M3-2,OP3,True
7000,L3,M3-1,Attente_Operateur,2025-04-11 13:16:26.637849,2025-04-11 13:35:26.637849,19,Attente_Operateur sur M3-1,OP4,True
7001,L3,M3-2,Panne_Electrique,2025-04-11 17:50:26.637849,2025-04-11 18:03:26.637849,13,Panne_Electrique sur M3-2,OP9,True
7002,L3,M3-2,Probleme_Qualite,2025-04-11 10:36:26.637849,2025-04-11 11:05:26.637849,29,Probleme_Qualite sur M3-2,OP11,True
7003,L1,M1-1,Attente_Operateur,2025-04-12 14:25:26.637849,2025-04-12 16:07:26.637849,102,Attente_Operateur sur M1-1,OP4,True
7004,L1,M1-2,Reglage,2025-04-12 09:24:26.637849,2025-04-12 10:25:26.637849,61,Reglage sur M1-2,OP4,True
7005,L1,M1-2,Maintenance_Preventive,2025-04-12 06:04:26.637849,2025-04-12 07:09:26.637849,65,Maintenance_Preventive sur M1-2,OP12,True
7006,L1,M1-3,Bourrage,2025-04-12 20:33:26.637849,2025-04-12 21:29:26.637849,56,Bourrage sur M1-3,OP11,True
7007,L1,M1-3,Attente_Materiel,2025-04-12 14:08:26.637849,2025-04-12 14:18:26.637849,10,Attente_Materiel sur M1-3,OP9,True
7008,L2,M2-4,Panne_Mecanique,2025-04-12 10:39:26.637849,2025-04-12 12:11:26.637849,92,Panne_Mecanique sur M2-4,OP4,True
7009,L2,M2-4,Panne_Mecanique,2025-04-12 19:05:26.637849,2025-04-12 19:49:26.637849,44,Panne_Mecanique sur M2-4,OP12,True
7010,L2,M2-1,Changement_Format,2025-04-12 06:23:26.637849,2025-04-12 07:41:26.637849,78,Changement_Format sur M2-1,OP1,True
7011,L2,M2-3,Panne_Mecanique,2025-04-12 20:08:26.637849,2025-04-12 21:28:26.637849,80,Panne_Mecanique sur M2-3,OP9,True
7012,L2,M2-1,Probleme_Qualite,2025-04-12 17:22:26.637849,2025-04-12 17:41:26.637849,19,Probleme_Qualite sur M2-1,OP8,True
7013,L2,M2-4,Maintenance_Preventive,2025-04-12 18:32:26.637849,2025-04-12 19:51:26.637849,79,Maintenance_Preventive sur M2-4,OP14,True
7014,L3,M3-1,Probleme_Qualite,2025-04-12 08:17:26.637849,2025-04-12 09:44:26.637849,87,Probleme_Qualite sur M3-1,OP10,True
7015,L3,M3-2,Bourrage,2025-04-12 16:08:26.637849,2025-04-12 17:38:26.637849,90,Bourrage sur M3-2,OP13,True
7016,L3,M3-1,Reglage,2025-04-12 15:29:26.637849,2025-04-12 16:32:26.637849,63,Reglage sur M3-1,OP6,True
7017,L3,M3-1,Panne_Electrique,2025-04-12 18:50:26.637849,2025-04-12 20:30:26.637849,100,Panne_Electrique sur M3-1,OP5,True
7018,L3,M3-2,Panne_Mecanique,2025-04-12 09:37:26.637849,2025-04-12 10:17:26.637849,40,Panne_Mecanique sur M3-2,OP8,True
7019,L3,M3-2,Panne_Mecanique,2025-04-12 08:18:26.637849,2025-04-12 09:43:26.637849,85,Panne_Mecanique sur M3-2,OP11,True
7020,L3,M3-1,Bourrage,2025-04-12 07:50:26.637849,2025-04-12 08:33:26.637849,43,Bourrage sur M3-1,OP14,True
7021,L3,M3-2,Attente_Materiel,2025-04-12 13:13:26.637849,2025-04-12 14:38:26.637849,85,Attente_Materiel sur M3-2,OP7,True
7022,L3,M3-2,Reglage,2025-04-12 21:14:26.637849,2025-04-12 22:12:26.637849,58,Reglage sur M3-2,OP5,True
7023,L1,M1-2,Attente_Operateur,2025-04-15 16:38:26.637849,2025-04-15 18:14:26.637849,96,Attente_Operateur sur M1-2,OP6,True
7024,L1,M1-2,Changement_Format,2025-04-15 15:23:26.637849,2025-04-15 15:48:26.637849,25,Changement_Format sur M1-2,OP10,True
7025,L1,M1-2,Reglage,2025-04-15 06:55:26.637849,2025-04-15 07:55:26.637849,60,Reglage sur M1-2,OP11,True
7026,L1,M1-3,Panne_Electrique,2025-04-15 10:10:26.637849,2025-04-15 11:52:26.637849,102,Panne_Electrique sur M1-3,OP9,True
7027,L1,M1-1,Reglage,2025-04-15 18:58:26.637849,2025-04-15 20:46:26.637849,108,Reglage sur M1-1,OP12,True
7028,L1,M1-2,Attente_Operateur,2025-04-15 09:38:26.637849,2025-04-15 10:52:26.637849,74,Attente_Operateur sur M1-2,OP1,True
7029,L1,M1-1,Nettoyage,2025-04-15 14:32:26.637849,2025-04-15 15:20:26.637849,48,Nettoyage sur M1-1,OP7,True
7030,L1,M1-3,Panne_Electrique,2025-04-15 19:42:26.637849,2025-04-15 20:04:26.637849,22,Panne_Electrique sur M1-3,OP10,True
7031,L1,M1-1,Bourrage,2025-04-15 10:37:26.637849,2025-04-15 11:41:26.637849,64,Bourrage sur M1-1,OP13,True
7032,L1,M1-2,Panne_Electrique,2025-04-15 20:34:26.637849,2025-04-15 22:31:26.637849,117,Panne_Electrique sur M1-2,OP11,True
7033,L2,M2-1,Reglage,2025-04-15 10:11:26.637849,2025-04-15 11:33:26.637849,82,Reglage sur M2-1,OP10,True
7034,L2,M2-4,Nettoyage,2025-04-15 15:43:26.637849,2025-04-15 16:31:26.637849,48,Nettoyage sur M2-4,OP5,True
7035,L2,M2-1,Maintenance_Preventive,2025-04-15 06:27:26.637849,2025-04-15 07:01:26.637849,34,Maintenance_Preventive sur M2-1,OP3,True
7036,L2,M2-3,Maintenance_Preventive,2025-04-15 05:55:26.637849,2025-04-15 06:59:26.637849,64,Maintenance_Preventive sur M2-3,OP7,True
7037,L2,M2-2,Reglage,2025-04-15 13:04:26.637849,2025-04-15 13:30:26.637849,26,Reglage sur M2-2,OP1,True
7038,L2,M2-3,Panne_Mecanique,2025-04-15 06:35:26.637849,2025-04-15 07:14:26.637849,39,Panne_Mecanique sur M2-3,OP11,True
7039,L2,M2-1,Bourrage,2025-04-15 05:51:26.637849,2025-04-15 06:52:26.637849,61,Bourrage sur M2-1,OP7,True
7040,L3,M3-1,Nettoyage,2025-04-15 06:48:26.637849,2025-04-15 08:25:26.637849,97,Nettoyage sur M3-1,OP14,True
7041,L3,M3-2,Panne_Electrique,2025-04-15 19:02:26.637849,2025-04-15 19:30:26.637849,28,Panne_Electrique sur M3-2,OP8,True
7042,L3,M3-1,Nettoyage,2025-04-15 19:49:26.637849,2025-04-15 20:21:26.637849,32,Nettoyage sur M3-1,OP14,True
7043,L3,M3-2,Bourrage,2025-04-15 20:56:26.637849,2025-04-15 21:02:26.637849,6,Bourrage sur M3-2,OP8,True
7044,L3,M3-1,Attente_Operateur,2025-04-15 17:19:26.637849,2025-04-15 18:06:26.637849,47,Attente_Operateur sur M3-1,OP6,True
7045,L3,M3-1,Nettoyage,2025-04-15 16:34:26.637849,2025-04-15 17:38:26.637849,64,Nettoyage sur M3-1,OP13,True
7046,L3,M3-2,Bourrage,2025-04-15 07:08:26.637849,2025-04-15 07:26:26.637849,18,Bourrage sur M3-2,OP10,True
7047,L3,M3-2,Changement_Format,2025-04-15 11:36:26.637849,2025-04-15 12:31:26.637849,55,Changement_Format sur M3-2,OP8,True
7048,L3,M3-2,Reglage,2025-04-15 07:51:26.637849,2025-04-15 08:16:26.637849,25,Reglage sur M3-2,OP14,True
7049,L1,M1-1,Attente_Materiel,2025-04-16 13:50:26.637849,2025-04-16 14:26:26.637849,36,Attente_Materiel sur M1-1,OP4,True
7050,L1,M1-1,Bourrage,2025-04-16 15:57:26.637849,2025-04-16 16:24:26.637849,27,Bourrage sur M1-1,OP10,True
7051,L1,M1-1,Nettoyage,2025-04-16 19:31:26.637849,2025-04-16 19:53:26.637849,22,Nettoyage sur M1-1,OP13,True
7052,L1,M1-2,Panne_Electrique,2025-04-16 08:40:26.637849,2025-04-16 08:56:26.637849,16,Panne_Electrique sur M1-2,OP11,True
7053,L1,M1-3,Attente_Materiel,2025-04-16 14:13:26.637849,2025-04-16 14:57:26.637849,44,Attente_Materiel sur M1-3,OP14,True
7054,L1,M1-2,Attente_Operateur,2025-04-16 11:10:26.637849,2025-04-16 12:00:26.637849,50,Attente_Operateur sur M1-2,OP8,True
7055,L2,M2-3,Nettoyage,2025-04-16 11:20:26.637849,2025-04-16 12:03:26.637849,43,Nettoyage sur M2-3,OP4,True
7056,L2,M2-1,Reglage,2025-04-16 11:04:26.637849,2025-04-16 11:45:26.637849,41,Reglage sur M2-1,OP12,True
7057,L2,M2-3,Panne_Electrique,2025-04-16 20:07:26.637849,2025-04-16 21:36:26.637849,89,Panne_Electrique sur M2-3,OP6,True
7058,L2,M2-2,Nettoyage,2025-04-16 11:40:26.637849,2025-04-16 12:01:26.637849,21,Nettoyage sur M2-2,OP11,True
7059,L2,M2-4,Bourrage,2025-04-16 20:05:26.637849,2025-04-16 20:29:26.637849,24,Bourrage sur M2-4,OP1,True
7060,L2,M2-1,Bourrage,2025-04-16 05:52:26.637849,2025-04-16 07:29:26.637849,97,Bourrage sur M2-1,OP6,True
7061,L2,M2-2,Changement_Format,2025-04-16 15:54:26.637849,2025-04-16 17:50:26.637849,116,Changement_Format sur M2-2,OP6,True
7062,L3,M3-1,Bourrage,2025-04-16 12:18:26.637849,2025-04-16 13:00:26.637849,42,Bourrage sur M3-1,OP5,True
7063,L3,M3-2,Probleme_Qualite,2025-04-16 20:33:26.637849,2025-04-16 21:54:26.637849,81,Probleme_Qualite sur M3-2,OP10,True
7064,L3,M3-2,Probleme_Qualite,2025-04-16 17:03:26.637849,2025-04-16 17:28:26.637849,25,Probleme_Qualite sur M3-2,OP12,True
7065,L3,M3-2,Probleme_Qualite,2025-04-16 06:36:26.637849,2025-04-16 07:10:26.637849,34,Probleme_Qualite sur M3-2,OP11,True
7066,L3,M3-2,Panne_Electrique,2025-04-16 18:16:26.637849,2025-04-16 18:26:26.637849,10,Panne_Electrique sur M3-2,OP4,True
7067,L3,M3-1,Attente_Operateur,2025-04-16 07:31:26.637849,2025-04-16 08:08:26.637849,37,Attente_Operateur sur M3-1,OP12,True
7068,L1,M1-3,Bourrage,2025-04-17 18:28:26.637849,2025-04-17 18:38:26.637849,10,Bourrage sur M1-3,OP14,True
7069,L1,M1-1,Attente_Materiel,2025-04-17 20:49:26.637849,2025-04-17 22:27:26.637849,98,Attente_Materiel sur M1-1,OP3,True
7070,L1,M1-3,Maintenance_Preventive,2025-04-17 11:19:26.637849,2025-04-17 13:01:26.637849,102,Maintenance_Preventive sur M1-3,OP7,True
7071,L1,M1-2,Reglage,2025-04-17 07:23:26.637849,2025-04-17 08:35:26.637849,72,Reglage sur M1-2,OP8,True
7072,L1,M1-3,Attente_Materiel,2025-04-17 18:25:26.637849,2025-04-17 19:17:26.637849,52,Attente_Materiel sur M1-3,OP14,True
7073,L1,M1-1,Panne_Electrique,2025-04-17 05:45:26.637849,2025-04-17 06:04:26.637849,19,Panne_Electrique sur M1-1,OP8,True
7074,L1,M1-2,Probleme_Qualite,2025-04-17 11:04:26.637849,2025-04-17 11:45:26.637849,41,Probleme_Qualite sur M1-2,OP5,True
7075,L1,M1-1,Attente_Materiel,2025-04-17 06:56:26.637849,2025-04-17 07:10:26.637849,14,Attente_Materiel sur M1-1,OP6,True
7076,L2,M2-1,Bourrage,2025-04-17 06:48:26.637849,2025-04-17 07:55:26.637849,67,Bourrage sur M2-1,OP9,True
7077,L2,M2-4,Maintenance_Preventive,2025-04-17 12:29:26.637849,2025-04-17 12:36:26.637849,7,Maintenance_Preventive sur M2-4,OP9,True
7078,L2,M2-2,Maintenance_Preventive,2025-04-17 05:20:26.637849,2025-04-17 06:34:26.637849,74,Maintenance_Preventive sur M2-2,OP11,True
7079,L2,M2-3,Nettoyage,2025-04-17 09:23:26.637849,2025-04-17 09:35:26.637849,12,Nettoyage sur M2-3,OP6,True
7080,L2,M2-1,Panne_Mecanique,2025-04-17 18:03:26.637849,2025-04-17 19:42:26.637849,99,Panne_Mecanique sur M2-1,OP8,True
7081,L3,M3-2,Panne_Electrique,2025-04-17 13:42:26.637849,2025-04-17 15:33:26.637849,111,Panne_Electrique sur M3-2,OP11,True
7082,L3,M3-1,Reglage,2025-04-17 08:36:26.637849,2025-04-17 09:15:26.637849,39,Reglage sur M3-1,OP4,True
7083,L3,M3-1,Nettoyage,2025-04-17 13:23:26.637849,2025-04-17 14:34:26.637849,71,Nettoyage sur M3-1,OP8,True
7084,L3,M3-2,Attente_Materiel,2025-04-17 12:16:26.637849,2025-04-17 12:47:26.637849,31,Attente_Materiel sur M3-2,OP6,True
7085,L3,M3-1,Panne_Mecanique,2025-04-17 07:29:26.637849,2025-04-17 08:50:26.637849,81,Panne_Mecanique sur M3-1,OP10,True
7086,L3,M3-2,Maintenance_Preventive,2025-04-17 18:02:26.637849,2025-04-17 19:05:26.637849,63,Maintenance_Preventive sur M3-2,OP8,True
7087,L3,M3-2,Changement_Format,2025-04-17 06:52:26.637849,2025-04-17 07:43:26.637849,51,Changement_Format sur M3-2,OP3,True
7088,L1,M1-1,Panne_Electrique,2025-04-18 15:20:26.637849,2025-04-18 16:10:26.637849,50,Panne_Electrique sur M1-1,OP7,True
7089,L1,M1-3,Probleme_Qualite,2025-04-18 14:58:26.637849,2025-04-18 15:17:26.637849,19,Probleme_Qualite sur M1-3,OP6,True
7090,L1,M1-2,Panne_Electrique,2025-04-18 07:00:26.637849,2025-04-18 08:33:26.637849,93,Panne_Electrique sur M1-2,OP10,True
7091,L1,M1-2,Maintenance_Preventive,2025-04-18 16:25:26.637849,2025-04-18 17:58:26.637849,93,Maintenance_Preventive sur M1-2,OP3,True
7092,L1,M1-1,Changement_Format,2025-04-18 07:57:26.637849,2025-04-18 08:20:26.637849,23,Changement_Format sur M1-1,OP14,True
7093,L1,M1-2,Attente_Materiel,2025-04-18 21:00:26.637849,2025-04-18 21:22:26.637849,22,Attente_Materiel sur M1-2,OP8,True
7094,L1,M1-3,Nettoyage,2025-04-18 17:24:26.637849,2025-04-18 18:34:26.637849,70,Nettoyage sur M1-3,OP8,True
7095,L1,M1-1,Bourrage,2025-04-18 07:07:26.637849,2025-04-18 08:34:26.637849,87,Bourrage sur M1-1,OP7,True
7096,L1,M1-1,Panne_Electrique,2025-04-18 07:14:26.637849,2025-04-18 07:51:26.637849,37,Panne_Electrique sur M1-1,OP12,True
7097,L1,M1-2,Attente_Materiel,2025-04-18 07:46:26.637849,2025-04-18 08:02:26.637849,16,Attente_Materiel sur M1-2,OP9,True
7098,L2,M2-2,Panne_Mecanique,2025-04-18 16:32:26.637849,2025-04-18 18:03:26.637849,91,Panne_Mecanique sur M2-2,OP11,True
7099,L2,M2-1,Changement_Format,2025-04-18 08:13:26.637849,2025-04-18 09:11:26.637849,58,Changement_Format sur M2-1,OP9,True
7100,L2,M2-1,Probleme_Qualite,2025-04-18 16:50:26.637849,2025-04-18 18:11:26.637849,81,Probleme_Qualite sur M2-1,OP3,True
7101,L2,M2-2,Attente_Materiel,2025-04-18 15:15:26.637849,2025-04-18 16:35:26.637849,80,Attente_Materiel sur M2-2,OP8,True
7102,L2,M2-4,Bourrage,2025-04-18 13:48:26.637849,2025-04-18 15:25:26.637849,97,Bourrage sur M2-4,OP9,True
7103,L2,M2-3,Reglage,2025-04-18 07:57:26.637849,2025-04-18 08:28:26.637849,31,Reglage sur M2-3,OP6,True
7104,L3,M3-1,Changement_Format,2025-04-18 12:04:26.637849,2025-04-18 13:23:26.637849,79,Changement_Format sur M3-1,OP4,True
7105,L3,M3-1,Nettoyage,2025-04-18 16:29:26.637849,2025-04-18 18:04:26.637849,95,Nettoyage sur M3-1,OP10,True
7106,L3,M3-2,Probleme_Qualite,2025-04-18 07:30:26.637849,2025-04-18 09:27:26.637849,117,Probleme_Qualite sur M3-2,OP9,True
7107,L3,M3-1,Probleme_Qualite,2025-04-18 10:25:26.637849,2025-04-18 11:07:26.637849,42,Probleme_Qualite sur M3-1,OP9,True
7108,L3,M3-1,Reglage,2025-04-18 17:56:26.637849,2025-04-18 18:51:26.637849,55,Reglage sur M3-1,OP10,True
7109,L3,M3-2,Attente_Materiel,2025-04-18 14:19:26.637849,2025-04-18 14:51:26.637849,32,Attente_Materiel sur M3-2,OP5,True
7110,L3,M3-1,Changement_Format,2025-04-18 19:36:26.637849,2025-04-18 20:40:26.637849,64,Changement_Format sur M3-1,OP13,True
7111,L3,M3-2,Probleme_Qualite,2025-04-18 20:26:26.637849,2025-04-18 22:05:26.637849,99,Probleme_Qualite sur M3-2,OP1,True
7112,L3,M3-1,Attente_Materiel,2025-04-18 10:16:26.637849,2025-04-18 11:01:26.637849,45,Attente_Materiel sur M3-1,OP7,True
7113,L3,M3-1,Reglage,2025-04-18 18:46:26.637849,2025-04-18 19:01:26.637849,15,Reglage sur M3-1,OP2,True
7114,L3,M3-2,Attente_Operateur,2025-04-18 21:14:26.637849,2025-04-18 22:35:26.637849,81,Attente_Operateur sur M3-2,OP6,True
7115,L1,M1-1,Probleme_Qualite,2025-04-19 06:11:26.637849,2025-04-19 06:56:26.637849,45,Probleme_Qualite sur M1-1,OP14,True
7116,L1,M1-1,Nettoyage,2025-04-19 06:28:26.637849,2025-04-19 06:52:26.637849,24,Nettoyage sur M1-1,OP13,True
7117,L1,M1-2,Probleme_Qualite,2025-04-19 11:03:26.637849,2025-04-19 12:57:26.637849,114,Probleme_Qualite sur M1-2,OP11,True
7118,L1,M1-2,Reglage,2025-04-19 16:19:26.637849,2025-04-19 16:49:26.637849,30,Reglage sur M1-2,OP11,True
7119,L1,M1-2,Panne_Electrique,2025-04-19 14:41:26.637849,2025-04-19 14:46:26.637849,5,Panne_Electrique sur M1-2,OP7,True
7120,L1,M1-2,Panne_Mecanique,2025-04-19 11:29:26.637849,2025-04-19 13:16:26.637849,107,Panne_Mecanique sur M1-2,OP13,True
7121,L1,M1-1,Maintenance_Preventive,2025-04-19 18:54:26.637849,2025-04-19 19:02:26.637849,8,Maintenance_Preventive sur M1-1,OP11,True
7122,L2,M2-3,Panne_Electrique,2025-04-19 06:50:26.637849,2025-04-19 07:39:26.637849,49,Panne_Electrique sur M2-3,OP13,True
7123,L2,M2-1,Bourrage,2025-04-19 18:08:26.637849,2025-04-19 19:04:26.637849,56,Bourrage sur M2-1,OP8,True
7124,L2,M2-3,Bourrage,2025-04-19 08:04:26.637849,2025-04-19 09:26:26.637849,82,Bourrage sur M2-3,OP3,True
7125,L2,M2-4,Probleme_Qualite,2025-04-19 17:17:26.637849,2025-04-19 18:59:26.637849,102,Probleme_Qualite sur M2-4,OP1,True
7126,L2,M2-2,Bourrage,2025-04-19 15:30:26.637849,2025-04-19 15:36:26.637849,6,Bourrage sur M2-2,OP8,True
7127,L2,M2-2,Reglage,2025-04-19 09:36:26.637849,2025-04-19 11:30:26.637849,114,Reglage sur M2-2,OP7,True
7128,L2,M2-2,Attente_Operateur,2025-04-19 18:56:26.637849,2025-04-19 19:21:26.637849,25,Attente_Operateur sur M2-2,OP1,True
7129,L2,M2-2,Attente_Operateur,2025-04-19 08:10:26.637849,2025-04-19 09:26:26.637849,76,Attente_Operateur sur M2-2,OP5,True
7130,L2,M2-1,Panne_Mecanique,2025-04-19 14:19:26.637849,2025-04-19 16:10:26.637849,111,Panne_Mecanique sur M2-1,OP5,True
7131,L2,M2-4,Changement_Format,2025-04-19 05:52:26.637849,2025-04-19 06:58:26.637849,66,Changement_Format sur M2-4,OP5,True
7132,L2,M2-2,Probleme_Qualite,2025-04-19 10:39:26.637849,2025-04-19 12:00:26.637849,81,Probleme_Qualite sur M2-2,OP2,True
7133,L3,M3-1,Probleme_Qualite,2025-04-19 16:23:26.637849,2025-04-19 17:55:26.637849,92,Probleme_Qualite sur M3-1,OP4,True
7134,L3,M3-2,Reglage,2025-04-19 06:33:26.637849,2025-04-19 07:06:26.637849,33,Reglage sur M3-2,OP10,True
7135,L3,M3-2,Probleme_Qualite,2025-04-19 08:16:26.637849,2025-04-19 10:09:26.637849,113,Probleme_Qualite sur M3-2,OP1,True
7136,L3,M3-1,Bourrage,2025-04-19 07:52:26.637849,2025-04-19 08:13:26.637849,21,Bourrage sur M3-1,OP2,True
7137,L3,M3-2,Probleme_Qualite,2025-04-19 06:31:26.637849,2025-04-19 06:59:26.637849,28,Probleme_Qualite sur M3-2,OP3,True
7138,L3,M3-1,Attente_Materiel,2025-04-19 20:07:26.637849,2025-04-19 20:57:26.637849,50,Attente_Materiel sur M3-1,OP4,True
7139,L3,M3-2,Maintenance_Preventive,2025-04-19 12:56:26.637849,2025-04-19 14:18:26.637849,82,Maintenance_Preventive sur M3-2,OP13,True
7140,L3,M3-1,Reglage,2025-04-19 16:14:26.637849,2025-04-19 17:17:26.637849,63,Reglage sur M3-1,OP12,True
7141,L3,M3-2,Changement_Format,2025-04-19 10:07:26.637849,2025-04-19 10:47:26.637849,40,Changement_Format sur M3-2,OP14,True
7142,L3,M3-1,Panne_Electrique,2025-04-19 05:25:26.637849,2025-04-19 07:04:26.637849,99,Panne_Electrique sur M3-1,OP7,True
7143,L1,M1-2,Attente_Operateur,2025-04-22 16:33:26.637849,2025-04-22 16:40:26.637849,7,Attente_Operateur sur M1-2,OP13,True
7144,L1,M1-3,Changement_Format,2025-04-22 19:22:26.637849,2025-04-22 20:28:26.637849,66,Changement_Format sur M1-3,OP2,True
7145,L1,M1-2,Probleme_Qualite,2025-04-22 18:30:26.637849,2025-04-22 20:00:26.637849,90,Probleme_Qualite sur M1-2,OP6,True
7146,L1,M1-3,Panne_Mecanique,2025-04-22 16:17:26.637849,2025-04-22 16:31:26.637849,14,Panne_Mecanique sur M1-3,OP10,True
7147,L1,M1-1,Probleme_Qualite,2025-04-22 21:09:26.637849,2025-04-22 21:18:26.637849,9,Probleme_Qualite sur M1-1,OP4,True
7148,L1,M1-3,Panne_Mecanique,2025-04-22 16:04:26.637849,2025-04-22 16:16:26.637849,12,Panne_Mecanique sur M1-3,OP1,True
7149,L1,M1-3,Bourrage,2025-04-22 08:09:26.637849,2025-04-22 08:37:26.637849,28,Bourrage sur M1-3,OP12,True
7150,L1,M1-3,Attente_Materiel,2025-04-22 19:56:26.637849,2025-04-22 21:20:26.637849,84,Attente_Materiel sur M1-3,OP4,True
7151,L1,M1-3,Attente_Operateur,2025-04-22 07:03:26.637849,2025-04-22 08:11:26.637849,68,Attente_Operateur sur M1-3,OP8,True
7152,L2,M2-2,Panne_Mecanique,2025-04-22 05:47:26.637849,2025-04-22 07:13:26.637849,86,Panne_Mecanique sur M2-2,OP13,True
7153,L2,M2-2,Reglage,2025-04-22 13:42:26.637849,2025-04-22 15:11:26.637849,89,Reglage sur M2-2,OP7,True
7154,L2,M2-1,Attente_Materiel,2025-04-22 17:14:26.637849,2025-04-22 18:16:26.637849,62,Attente_Materiel sur M2-1,OP8,True
7155,L2,M2-3,Reglage,2025-04-22 17:07:26.637849,2025-04-22 17:54:26.637849,47,Reglage sur M2-3,OP6,True
7156,L2,M2-4,Nettoyage,2025-04-22 12:11:26.637849,2025-04-22 12:32:26.637849,21,Nettoyage sur M2-4,OP4,True
7157,L2,M2-1,Panne_Mecanique,2025-04-22 13:37:26.637849,2025-04-22 14:35:26.637849,58,Panne_Mecanique sur M2-1,OP5,True
7158,L2,M2-1,Bourrage,2025-04-22 18:42:26.637849,2025-04-22 19:29:26.637849,47,Bourrage sur M2-1,OP3,True
7159,L2,M2-4,Maintenance_Preventive,2025-04-22 10:27:26.637849,2025-04-22 11:03:26.637849,36,Maintenance_Preventive sur M2-4,OP1,True
7160,L2,M2-1,Nettoyage,2025-04-22 18:06:26.637849,2025-04-22 20:04:26.637849,118,Nettoyage sur M2-1,OP6,True
7161,L3,M3-1,Changement_Format,2025-04-22 19:08:26.637849,2025-04-22 20:43:26.637849,95,Changement_Format sur M3-1,OP5,True
7162,L3,M3-2,Nettoyage,2025-04-22 07:55:26.637849,2025-04-22 08:30:26.637849,35,Nettoyage sur M3-2,OP12,True
7163,L3,M3-1,Attente_Operateur,2025-04-22 05:40:26.637849,2025-04-22 06:41:26.637849,61,Attente_Operateur sur M3-1,OP12,True
7164,L3,M3-1,Attente_Operateur,2025-04-22 14:41:26.637849,2025-04-22 15:04:26.637849,23,Attente_Operateur sur M3-1,OP2,True
7165,L1,M1-2,Reglage,2025-04-23 13:56:26.637849,2025-04-23 15:47:26.637849,111,Reglage sur M1-2,OP2,True
7166,L1,M1-2,Panne_Electrique,2025-04-23 07:03:26.637849,2025-04-23 07:19:26.637849,16,Panne_Electrique sur M1-2,OP4,True
7167,L1,M1-3,Changement_Format,2025-04-23 09:22:26.637849,2025-04-23 09:34:26.637849,12,Changement_Format sur M1-3,OP13,True
